zone_risk,rain,aqi,traffic,claims,consistency,waterlogging_history,forecast_rain_48h,forecast_aqi_48h,coverage_hours,premium
33,73,215,6,1,0.8018186002796875,38,90,206,24,28.0
29,90,90,6,3,0.7995222935751908,83,98,371,24,28.0
39,52,339,6,2,0.6866299072313795,26,9,122,16,28.0
57,69,282,4,2,0.7988341413513516,28,67,114,24,28.0
92,25,315,5,2,0.8682676141673963,47,20,297,24,28.0
31,99,147,9,4,0.7040758454333491,44,67,56,24,28.0
58,8,213,3,0,0.610241846736652,72,45,155,24,25.69
41,31,311,6,0,0.7490201965284344,26,53,227,24,28.0
44,84,176,9,3,0.9306598129075454,3,92,122,24,28.0
36,25,297,1,2,0.8188441234479678,41,49,261,24,25.92
49,38,294,7,3,0.5068727770056727,62,96,118,24,28.0
52,47,339,8,2,0.7294702582984102,66,61,363,24,28.0
42,74,65,2,1,0.9424821540902939,18,35,368,24,21.94
86,45,370,7,2,0.76072451208344,50,80,122,24,28.0
15,88,344,1,3,0.6842244599582894,53,36,186,24,28.0
91,55,236,5,1,0.815123609728079,59,39,163,24,28.0
46,78,141,2,1,0.7500400591357913,10,57,234,24,23.02
86,3,263,7,4,0.7347627710219313,87,67,256,24,28.0
10,54,52,6,1,0.704388630614566,37,84,182,24,27.54
83,91,70,2,2,0.9070628427955809,83,82,340,24,28.0
77,68,178,4,3,0.6249784731988106,55,22,202,24,28.0
30,60,368,4,0,0.9140584145031714,45,31,104,24,26.56
14,35,159,1,1,0.6357493770909339,79,96,262,24,24.81
70,8,55,3,4,0.75156623627577,21,40,167,24,28.0
14,41,136,1,3,0.9293821396747362,66,29,362,24,25.15
95,72,334,5,4,0.8609646137578397,22,44,296,24,28.0
94,65,183,2,0,0.6726149768349863,31,41,171,24,28.0
19,35,211,9,1,0.8038763415478263,77,38,296,24,28.0
56,18,167,8,2,0.778439221586048,46,32,68,24,28.0
76,73,224,1,4,0.7500563760383134,12,0,142,8,28.0
57,76,97,1,4,0.5586019528401167,28,38,177,24,28.0
97,25,66,7,4,0.695929686594013,48,66,56,24,28.0
67,48,152,5,0,0.5090620205228649,16,42,74,24,25.73
12,78,78,5,2,0.8443158146539378,15,24,359,24,25.85
37,72,169,8,0,0.7325276241503222,85,79,167,24,28.0
80,77,388,3,1,0.7022843282020087,14,2,188,16,28.0
62,45,79,9,1,0.9508870142731143,47,65,273,24,28.0
17,21,55,9,3,0.9239639418816743,56,48,222,24,28.0
91,65,382,6,3,0.9985911769514753,92,66,388,24,28.0
12,53,255,8,2,0.8533171317337982,3,59,380,24,28.0
39,1,111,1,0,0.502656737834173,97,60,256,24,21.4
57,24,185,9,1,0.77401617833212,44,61,344,24,28.0
67,80,260,7,3,0.5974875999501446,91,5,264,24,28.0
12,20,113,4,1,0.7894033772559703,85,61,381,24,28.0
51,60,318,6,2,0.5926863895412557,58,1,143,8,28.0
85,9,349,1,1,0.8480780725689626,11,89,328,24,28.0
27,61,273,1,0,0.6320309923468594,37,66,271,24,25.22
70,0,222,5,1,0.6392287731867865,26,99,327,24,28.0
83,52,256,4,3,0.8868312824478328,83,75,210,24,28.0
37,7,306,5,4,0.9395928863006238,34,78,54,24,28.0
69,45,227,6,0,0.9489595934788329,58,28,153,24,28.0
86,17,307,8,2,0.906356809946531,37,47,76,24,28.0
29,11,348,3,4,0.7329128766115623,94,14,302,24,28.0
22,34,236,5,2,0.7030059008530554,29,47,340,24,28.0
95,37,163,1,3,0.5194690083438328,78,57,52,24,28.0
89,68,390,3,0,0.5346641651938824,28,18,220,24,28.0
75,73,110,9,3,0.784742242086127,86,23,188,24,28.0
64,27,246,5,2,0.7215296811652105,49,3,295,24,28.0
51,83,215,9,2,0.9746003465904457,60,17,204,24,28.0
64,53,259,8,2,0.5836785161183905,4,86,108,24,28.0
98,53,388,1,3,0.7069137326603979,75,21,263,24,28.0
56,80,142,2,3,0.8426976717230028,32,58,92,24,28.0
88,11,345,6,3,0.9804600734644123,2,27,233,24,28.0
99,93,62,2,4,0.9168959754594137,65,35,75,24,28.0
84,71,348,6,3,0.5158718826864943,39,89,258,24,28.0
93,54,193,7,4,0.9880934874940419,55,47,204,24,28.0
62,86,137,9,2,0.6002764889226333,36,80,288,24,28.0
66,7,256,5,3,0.6737535412125906,52,11,322,24,28.0
73,41,399,3,2,0.8947047109567928,70,57,339,24,28.0
29,49,265,4,4,0.7649406305442631,36,39,121,24,28.0
49,55,159,8,4,0.6162529961039156,59,9,88,16,28.0
37,48,174,4,4,0.5850577086546407,3,94,387,24,28.0
73,37,393,8,1,0.9146571170628797,10,91,351,24,28.0
71,68,241,6,1,0.7527543801949319,23,98,161,24,28.0
69,61,392,1,0,0.7297920286068116,94,56,155,24,28.0
62,55,275,9,4,0.6735311842496975,17,75,155,24,28.0
24,78,368,7,4,0.9947255654825282,8,39,197,24,28.0
99,90,131,9,3,0.7415904316568342,82,59,376,24,28.0
57,17,344,4,2,0.8812234793374343,61,12,386,24,28.0
15,82,126,9,3,0.7448122310251224,94,53,181,24,28.0
48,71,330,6,3,0.5826511430689807,66,27,180,24,28.0
89,21,145,6,0,0.8928215517645637,31,98,305,24,28.0
68,75,226,5,3,0.8363823072062333,40,30,303,24,28.0
94,83,62,2,0,0.813664467545339,76,80,322,24,28.0
33,57,377,2,2,0.5200295595253472,45,71,313,24,28.0
68,89,160,7,4,0.7331497064699094,88,60,321,24,28.0
11,81,335,7,4,0.8847244470410236,92,93,387,24,28.0
22,42,143,5,0,0.75529037872978,14,72,229,24,23.39
83,94,102,7,3,0.6392353644637762,56,51,186,24,28.0
63,0,93,3,2,0.724519383965063,8,31,320,24,24.49
21,96,286,9,0,0.5945695500114923,26,61,317,24,28.0
74,41,239,3,2,0.78423244925397,94,16,270,24,28.0
94,84,105,6,1,0.6590247862754594,63,53,249,24,28.0
58,98,188,8,0,0.6661027854736608,65,62,153,24,28.0
92,27,322,6,2,0.5961549480168138,27,65,87,24,28.0
46,67,263,1,2,0.6698851211494219,12,51,107,24,24.44
41,80,154,4,3,0.9950544230434328,57,98,287,24,28.0
65,27,259,8,0,0.9677422567637479,71,87,257,24,28.0
13,37,186,8,3,0.636474997365744,13,24,339,24,28.0
76,23,167,9,1,0.8237582324216816,9,82,372,24,28.0
33,4,244,1,2,0.6062236385977364,52,43,331,24,26.53
56,33,389,7,3,0.6569390382575137,54,0,295,24,28.0
98,65,207,3,1,0.8018984959645481,83,48,165,24,28.0
95,84,343,4,0,0.5822027645394394,4,69,162,24,28.0
56,86,140,2,4,0.9104905086495705,85,22,241,24,28.0
76,39,291,9,3,0.5054055418175982,74,60,241,24,28.0
14,52,360,5,2,0.9902841135303617,92,68,122,24,28.0
68,1,237,3,2,0.7661459379757272,75,38,139,24,28.0
86,71,269,9,1,0.7156169348957789,33,30,101,24,28.0
98,75,327,8,4,0.8069851531626163,64,62,231,24,28.0
51,20,384,1,2,0.6754095546675078,7,61,224,24,27.75
26,16,139,1,0,0.6791673283358368,44,5,212,24,16.31
23,71,192,6,4,0.6923055379893841,30,34,109,24,28.0
15,68,107,1,0,0.800841082009148,46,4,69,8,15.19
15,69,108,2,1,0.6660548916540623,13,77,62,24,19.73
16,43,68,3,0,0.8241179486910485,19,99,212,24,18.84
41,47,93,8,4,0.7190883583331776,70,49,114,24,28.0
41,35,190,6,1,0.7688914673706883,36,78,288,24,28.0
77,39,236,4,4,0.6100443384356933,95,65,336,24,28.0
12,7,329,9,4,0.9182492453090167,70,56,335,24,28.0
83,17,246,5,4,0.6991138969790058,97,42,222,24,28.0
32,68,399,6,1,0.6185722329888557,3,92,55,24,28.0
41,17,320,8,1,0.7570477212756299,73,83,55,24,28.0
72,66,155,1,3,0.6621729038475279,80,40,263,24,28.0
79,34,71,1,3,0.6911261259887291,10,76,300,24,28.0
12,8,365,7,0,0.715491950960411,72,22,251,24,28.0
92,46,118,4,0,0.5801128004882532,24,73,255,24,28.0
67,93,176,9,0,0.8308593413219783,47,97,315,24,28.0
84,10,134,5,4,0.6523011778870953,80,63,113,24,28.0
11,75,170,2,2,0.5196959168464097,17,98,236,24,26.13
99,15,311,9,3,0.6568532560260326,47,41,125,24,28.0
69,76,295,2,1,0.6376195905185041,26,78,121,24,28.0
16,62,112,8,3,0.7130606189761154,42,16,112,24,28.0
90,35,57,5,1,0.5476804606365018,27,92,224,24,28.0
85,29,200,7,4,0.9353169407417452,36,28,244,24,28.0
24,99,324,5,4,0.8800804648950795,28,19,330,24,28.0
79,62,213,2,1,0.5283402160829177,99,29,94,24,28.0
28,86,83,6,4,0.6724088038730849,51,51,378,24,28.0
28,37,119,4,0,0.5705537970106755,31,3,99,8,20.5
91,4,392,5,1,0.5174696232029943,43,33,126,24,28.0
51,8,155,7,3,0.9886399662832237,93,30,212,24,28.0
66,84,238,3,4,0.8840027176566048,58,9,179,16,28.0
75,59,322,7,4,0.714811431948422,87,0,390,24,28.0
13,70,355,1,0,0.7461161575912041,95,64,96,24,25.85
62,70,155,8,3,0.5514212960787384,25,74,345,24,28.0
59,42,380,3,3,0.5758877049255511,26,53,354,24,28.0
25,1,365,6,3,0.6379613471902734,24,95,315,24,28.0
69,41,345,1,4,0.8305703392143482,41,46,295,24,28.0
89,21,234,4,1,0.5224984106177122,40,79,211,24,28.0
41,89,138,2,3,0.6659857523679227,75,89,250,24,28.0
19,95,275,4,3,0.8887277335911927,50,35,208,24,28.0
66,77,243,5,3,0.5829505121853931,23,20,159,24,28.0
87,17,265,2,1,0.7032952686797361,69,35,222,24,28.0
45,21,255,4,0,0.6539431910081247,44,35,197,24,26.16
27,37,244,7,4,0.6359772796990993,58,68,198,24,28.0
87,94,255,6,3,0.6617652062427457,86,13,366,24,28.0
80,45,337,1,0,0.7303349149167446,43,97,310,24,28.0
36,86,153,1,4,0.8560685229403024,16,91,132,24,28.0
63,61,337,8,4,0.978815823136294,34,4,250,24,28.0
38,69,144,6,1,0.8035676404417884,90,88,121,24,28.0
10,83,392,7,2,0.7659358832525083,89,15,148,16,28.0
29,45,242,5,0,0.7013518604972802,28,83,375,24,28.0
17,28,161,3,0,0.8161981282327543,34,68,253,24,22.17
93,19,122,7,3,0.7129688542334698,18,90,222,24,28.0
52,12,237,9,3,0.7215168531688096,52,85,92,24,28.0
92,71,249,3,1,0.6490378252624114,76,27,186,24,28.0
29,55,260,7,2,0.7927938419363063,94,54,316,24,28.0
35,41,60,6,1,0.7490649717740212,63,5,279,24,27.46
51,91,114,3,2,0.5678441588961396,46,6,316,24,28.0
70,67,203,6,3,0.6793107909767957,36,45,358,24,28.0
97,79,318,9,4,0.8510537270568963,56,3,124,8,28.0
58,6,171,6,0,0.6254395499453501,22,27,284,24,27.92
66,25,103,3,0,0.7529658271597792,77,34,335,24,27.1
26,66,257,4,4,0.9363275360880277,88,50,155,24,28.0
56,52,113,6,3,0.6984739864671464,63,86,266,24,28.0
16,21,386,2,0,0.5757161571849816,9,56,355,24,23.08
61,32,50,5,3,0.5813304075527426,16,3,267,24,28.0
13,0,120,2,0,0.5492971151209682,7,23,341,24,15.33
59,42,332,9,1,0.5860430162263133,28,15,96,16,28.0
68,30,309,5,0,0.7618317080273054,45,89,88,24,28.0
13,29,207,6,2,0.8957048752534877,11,93,341,24,28.0
27,89,230,7,4,0.5621729207154351,57,89,136,24,28.0
99,5,119,8,2,0.758141649598837,94,29,298,24,28.0
51,32,278,6,2,0.670923642749046,20,75,296,24,28.0
38,32,284,5,1,0.8219782897238068,43,53,323,24,28.0
12,6,220,2,3,0.8760643497717856,57,32,144,24,23.2
20,67,259,4,0,0.751773490755943,87,21,221,24,27.09
15,41,74,7,0,0.5072835773756394,15,94,216,24,26.07
37,95,269,3,0,0.7858038247414719,44,21,264,24,27.43
78,41,102,7,1,0.5400528633048012,28,2,388,24,28.0
19,91,78,3,3,0.6988967204645491,76,92,196,24,28.0
76,7,57,7,1,0.5726633462102521,3,50,134,24,27.69
76,44,185,7,4,0.99729099451763,8,59,383,24,28.0
86,70,64,7,1,0.59263842516677,23,43,50,24,28.0
19,79,159,8,0,0.538593765113234,11,88,237,24,28.0
35,77,328,6,4,0.9744903335235007,17,61,190,24,28.0
52,77,333,2,2,0.5020937218139789,56,91,228,24,28.0
65,26,209,9,3,0.7898095486140684,67,45,298,24,28.0
76,25,55,8,4,0.6184619969483618,24,19,167,24,28.0
91,81,115,7,4,0.737544936433384,62,75,163,24,28.0
64,74,196,3,4,0.8436477812912588,13,44,265,24,28.0
74,50,263,7,2,0.6670963570865549,54,91,397,24,28.0
69,58,338,3,3,0.9020827824919421,48,36,148,24,28.0
49,79,343,7,3,0.9982631543993096,15,27,222,24,28.0
55,71,285,7,4,0.7170260880404784,84,24,114,24,28.0
15,22,164,7,2,0.8503627606421319,95,29,126,24,28.0
27,86,274,5,0,0.5994070304687015,90,44,137,24,28.0
56,39,219,7,1,0.5216576366271559,90,5,396,24,28.0
18,56,336,5,1,0.7565875411410179,44,76,226,24,28.0
96,19,150,6,4,0.53046436086036,27,40,74,24,28.0
67,40,183,9,4,0.8673041503552675,44,74,191,24,28.0
75,39,308,7,4,0.7358247453752977,23,18,195,24,28.0
73,87,286,3,0,0.5981471511555335,44,48,175,24,28.0
98,15,275,3,2,0.8058232096949962,53,72,178,24,28.0
51,18,385,8,1,0.6532077246755181,44,5,70,8,28.0
79,95,97,7,1,0.8863354940640833,17,59,137,24,28.0
82,94,64,4,0,0.6544011376748077,25,3,258,24,28.0
25,14,148,9,3,0.8535076471362955,4,19,128,24,28.0
27,1,142,4,1,0.8679589767759943,60,94,154,24,25.51
17,66,240,9,4,0.5004647084349805,41,12,213,24,28.0
22,11,86,8,0,0.8800027724810493,1,55,109,24,20.85
32,39,369,7,4,0.9672719403577578,77,89,228,24,28.0
78,94,138,2,3,0.6967776680531578,80,1,202,24,28.0
22,91,155,7,2,0.6560948682845646,81,74,389,24,28.0
73,68,263,3,0,0.6851160928422884,88,54,84,24,28.0
64,13,149,7,2,0.8939850667954659,15,50,121,24,28.0
91,91,129,4,2,0.9377443251979483,62,44,56,24,28.0
36,9,83,4,0,0.9559093143430458,17,86,183,24,19.52
38,24,386,8,2,0.7552852043642517,97,27,124,24,28.0
47,60,127,3,1,0.5421276887089856,53,55,271,24,28.0
68,71,228,4,2,0.9016224523324031,0,28,240,24,28.0
81,55,245,3,2,0.8191752887102159,6,26,50,24,27.67
89,70,221,7,0,0.9102760696278593,41,32,227,24,28.0
72,99,214,9,2,0.80215649112016,98,47,97,24,28.0
12,46,148,4,4,0.9610959640256421,94,16,73,24,28.0
32,81,99,6,1,0.5235983508486894,69,26,320,24,28.0
59,35,296,8,2,0.8148141724692963,76,97,238,24,28.0
41,93,290,1,1,0.6845680969046022,77,92,147,24,28.0
91,70,241,9,2,0.6249864454344148,80,77,138,24,28.0
65,93,142,4,4,0.7053546226958332,21,34,321,24,28.0
59,42,322,7,1,0.965412037495057,38,97,399,24,28.0
15,80,374,5,3,0.5008218785562248,50,36,250,24,28.0
78,41,234,2,0,0.7769117203168627,85,63,263,24,28.0
31,33,206,6,2,0.5338023747361915,17,70,146,24,28.0
10,87,181,4,4,0.6744159537293151,42,58,81,24,28.0
42,27,155,9,3,0.9589204415467765,61,79,339,24,28.0
96,87,105,1,4,0.5405821122318573,53,76,162,24,28.0
52,38,238,1,1,0.9330178375228783,29,97,363,24,28.0
77,66,120,8,1,0.9934479726941488,39,69,242,24,28.0
77,48,101,2,2,0.6335375037281662,89,77,58,24,28.0
56,75,347,3,2,0.5091375348617531,19,87,377,24,28.0
74,53,290,1,2,0.7140775865150599,56,54,365,24,28.0
71,29,71,4,4,0.8687049721559731,41,97,80,24,28.0
39,17,296,1,0,0.9221574320761912,55,21,105,24,19.44
28,56,340,2,4,0.5213698030309757,84,92,247,24,28.0
46,64,228,1,2,0.8689402075843712,15,60,103,24,22.95
49,25,385,1,3,0.9673977587463917,42,16,236,24,28.0
32,6,230,7,3,0.6444842624605293,45,67,255,24,28.0
87,15,376,3,1,0.5837832696522532,80,11,375,24,28.0
31,31,389,1,4,0.7007488052824382,82,17,94,24,28.0
32,22,384,1,3,0.5895474696640908,63,90,234,24,28.0
78,60,179,7,1,0.554341269687346,86,37,168,24,28.0
89,77,203,3,2,0.5960080423700184,33,96,218,24,28.0
50,22,120,3,1,0.8127167250832967,81,42,154,24,24.98
10,60,319,4,1,0.5742533908218403,97,29,277,24,28.0
30,59,258,1,1,0.9838714124168578,41,50,253,24,23.36
65,79,90,1,2,0.9004693607707152,1,35,163,24,21.97
80,12,320,9,3,0.5126743021319693,62,89,252,24,28.0
83,24,150,5,0,0.5402904061432567,39,96,194,24,28.0
97,56,179,9,3,0.5616237290662758,8,67,386,24,28.0
26,49,143,8,1,0.8707830542334147,20,17,232,24,28.0
38,23,123,1,1,0.8644349022441706,83,44,131,24,20.54
26,72,63,1,4,0.6694117412114037,81,19,96,24,26.38
18,76,128,5,2,0.543554644730717,25,88,203,24,28.0
35,45,141,1,1,0.9146925750711873,2,65,347,24,21.5
28,16,125,1,2,0.71684716566019,54,25,249,24,21.42
61,99,167,7,3,0.9025486560205674,60,53,367,24,28.0
10,48,74,6,1,0.7917107595092175,91,5,197,16,25.68
89,70,282,7,0,0.8743043542909161,44,83,112,24,28.0
76,51,117,2,3,0.7375501703458602,11,89,93,24,28.0
42,12,127,8,1,0.8333657649287949,20,27,353,24,28.0
49,65,283,9,4,0.8316553547520009,47,1,133,8,28.0
29,58,95,3,3,0.8504328495627143,99,77,321,24,28.0
92,33,93,6,4,0.9486986591607931,21,17,61,24,28.0
61,93,100,8,2,0.670002193029946,26,52,156,24,28.0
57,6,118,3,1,0.8699339133002018,52,36,58,24,22.25
24,2,142,6,0,0.7590385825987805,71,20,316,24,26.14
47,71,155,8,4,0.7176981616998757,13,13,315,24,28.0
21,37,168,2,0,0.9108207848894776,16,16,272,24,15.6
10,11,53,2,1,0.8558889724954748,3,81,246,24,15.84
28,1,61,1,1,0.7958584844462002,7,50,316,24,15.53
72,56,189,9,1,0.7643283019946379,10,52,277,24,28.0
19,84,261,8,3,0.5424831449447332,75,13,289,24,28.0
63,84,391,5,3,0.6735011677061,38,19,265,24,28.0
96,6,178,6,4,0.7373845030218256,43,73,194,24,28.0
60,37,100,8,4,0.7590052156880489,84,56,88,24,28.0
97,32,67,8,3,0.5530801767737337,95,75,353,24,28.0
51,26,123,9,3,0.6889970193130766,25,24,380,24,28.0
32,97,106,4,4,0.8595378102554059,70,32,262,24,28.0
11,17,224,1,4,0.5199612662818756,34,50,295,24,27.14
27,87,121,5,1,0.7021208210535196,48,10,243,24,28.0
67,89,213,1,4,0.8504328486219399,67,41,259,24,28.0
28,57,328,6,0,0.547820348011858,33,52,67,24,28.0
66,4,231,3,4,0.6101595493109837,57,75,157,24,28.0
37,81,126,5,3,0.5398575365936424,6,25,137,24,28.0
85,15,200,8,3,0.9010191351414343,14,12,54,16,28.0
84,73,357,9,4,0.658107561281665,14,6,89,16,28.0
37,31,304,4,4,0.6864999177834314,3,10,157,16,28.0
35,60,200,5,4,0.573979167054703,90,39,200,24,28.0
25,93,238,4,4,0.6589523368866418,43,11,139,16,28.0
18,11,374,6,3,0.6939863771989432,55,98,246,24,28.0
86,57,127,6,3,0.814251085118102,70,55,154,24,28.0
81,50,123,9,4,0.699563050222483,53,50,59,24,28.0
21,3,385,8,3,0.9883088186575046,75,97,150,24,28.0
76,8,110,5,1,0.8704346341926089,62,97,154,24,28.0
87,3,398,9,4,0.6212721382914854,27,41,385,24,28.0
85,68,283,1,1,0.5591191962360702,90,87,223,24,28.0
51,38,139,1,3,0.850548793682135,72,67,248,24,28.0
96,1,98,8,2,0.7572448011560193,54,87,226,24,28.0
99,79,234,4,3,0.7377318030845602,66,85,391,24,28.0
58,75,360,5,3,0.9388747024313124,30,57,392,24,28.0
62,83,256,7,3,0.6556909699462922,20,78,194,24,28.0
46,76,94,2,3,0.6489296991951057,51,18,349,24,28.0
16,43,166,4,2,0.9699621864428545,68,54,315,24,28.0
51,40,280,5,1,0.7301776865674134,90,59,177,24,28.0
60,20,242,1,4,0.8829342128312658,48,8,194,16,28.0
78,57,234,4,4,0.9679130667014114,42,62,196,24,28.0
59,32,190,8,0,0.7842159771652517,42,48,341,24,28.0
19,94,311,9,0,0.8925949422114207,90,20,141,24,28.0
89,55,287,7,3,0.7264124026421634,53,24,205,24,28.0
14,20,67,6,0,0.6395041451738983,96,64,286,24,27.66
12,41,326,3,0,0.7237759275530309,24,54,221,24,23.44
94,55,247,3,4,0.7854269681393808,86,72,386,24,28.0
75,18,260,8,1,0.9803731513856777,19,72,66,24,28.0
36,46,307,4,2,0.8665801890683997,38,81,295,24,28.0
80,80,88,4,4,0.5278534180576226,24,68,207,24,28.0
85,67,265,9,3,0.7718935351958734,13,68,195,24,28.0
51,56,260,2,0,0.9259229629194439,74,98,328,24,28.0
90,0,384,9,3,0.7420865160817037,34,85,332,24,28.0
92,75,197,1,4,0.6121914898998977,0,9,96,16,28.0
68,95,152,6,1,0.922398790594073,31,26,269,24,28.0
27,38,131,8,1,0.6860217839061037,17,37,250,24,28.0
81,50,84,2,4,0.7569777233453541,29,3,216,24,28.0
93,63,253,2,2,0.5865119348755822,30,22,353,24,28.0
29,37,360,4,0,0.6767365960303603,56,94,189,24,28.0
14,49,347,6,3,0.9874521364051174,17,65,123,24,28.0
88,93,157,1,3,0.7025540272939284,40,94,301,24,28.0
43,69,94,3,1,0.920811003771387,77,69,227,24,28.0
41,66,52,6,1,0.5595106522465705,75,92,225,24,28.0
26,6,318,8,1,0.562821746206157,87,16,101,24,28.0
15,82,374,9,2,0.7545677064607996,20,23,53,24,28.0
33,58,308,4,0,0.6516414697022636,47,53,340,24,28.0
65,88,345,4,4,0.6798377806115339,16,35,281,24,28.0
90,1,298,4,1,0.6646896346510378,42,89,71,24,28.0
64,66,276,8,4,0.8464601146123942,38,12,346,24,28.0
66,52,317,8,1,0.5781810708224375,39,79,177,24,28.0
54,34,308,8,4,0.7591398603443555,70,55,165,24,28.0
43,66,249,7,4,0.6551176418723523,40,62,69,24,28.0
66,97,248,7,0,0.7275378177601922,69,22,140,24,28.0
79,37,179,6,3,0.5569829435596205,92,71,214,24,28.0
58,51,338,6,1,0.7643536599420263,17,37,342,24,28.0
73,9,128,2,0,0.5516083244394998,34,97,205,24,26.37
11,93,218,5,3,0.933999795947545,44,19,329,24,28.0
70,90,399,7,1,0.9497062610836626,58,37,275,24,28.0
62,14,273,3,0,0.9661740708168554,53,50,88,24,24.53
13,2,113,4,2,0.5123222023181613,57,74,70,24,25.8
48,94,151,2,2,0.545888803235588,81,64,148,24,28.0
44,30,152,1,0,0.8758972936836282,83,66,240,24,23.26
60,1,259,5,0,0.7134473639116513,59,60,59,24,27.91
85,35,134,1,0,0.9905224311272329,4,89,238,24,22.19
94,89,279,8,4,0.562625615548104,15,0,193,16,28.0
46,2,96,8,2,0.5384845915040086,53,26,215,24,28.0
99,57,367,6,0,0.9385602338311441,7,96,166,24,28.0
80,63,70,8,2,0.8155246966351103,84,63,297,24,28.0
29,7,107,2,0,0.7635250782462819,8,14,143,16,12.74
35,9,334,6,3,0.5941160998845227,36,85,376,24,28.0
32,40,281,6,3,0.5547454862772311,30,13,274,24,28.0
82,90,265,3,0,0.8128249564707266,91,71,264,24,28.0
14,41,184,4,0,0.5630550708393125,45,65,74,24,24.3
82,26,178,7,1,0.756417681217571,24,53,174,24,28.0
76,5,174,6,4,0.8907310443773546,81,86,51,24,28.0
85,21,342,4,3,0.8202236369966265,80,0,166,16,28.0
12,45,360,8,3,0.5240394842432251,76,64,73,24,28.0
83,34,73,4,2,0.8229639465115197,53,78,320,24,28.0
20,64,384,3,3,0.7239858281910949,98,12,124,16,28.0
91,97,152,9,1,0.5277226178519208,70,58,88,24,28.0
12,75,56,1,1,0.5983336161951536,47,78,51,24,20.81
80,31,181,4,1,0.8419875649575707,31,27,382,24,28.0
10,59,105,3,3,0.5719339831716649,88,79,363,24,28.0
92,64,374,3,2,0.8668214201822242,52,99,213,24,28.0
77,35,229,5,1,0.6770322811775471,40,17,71,24,28.0
75,20,149,7,4,0.519503210381409,84,16,385,24,28.0
69,30,292,9,0,0.5818081020691381,47,13,108,16,28.0
67,57,51,3,0,0.8903496520858143,81,15,189,16,24.2
38,6,319,7,3,0.65518544455406,80,31,123,24,28.0
52,80,118,9,0,0.6264187003451447,99,17,58,24,28.0
71,56,78,2,0,0.6285761755545479,41,28,384,24,26.64
13,81,291,9,0,0.9115017872234674,79,74,319,24,28.0
12,61,369,6,4,0.789798363706337,57,19,107,24,28.0
98,56,245,7,0,0.9827243173003106,36,7,349,24,28.0
14,68,94,9,1,0.5818644789395855,66,29,163,24,28.0
85,28,180,9,4,0.5441984835733792,25,1,111,8,28.0
12,45,117,9,2,0.5832692567486351,43,34,360,24,28.0
96,8,179,6,0,0.828974742890813,30,46,179,24,28.0
91,76,159,5,1,0.5315915484301132,73,55,220,24,28.0
98,33,335,7,2,0.9981122465223193,25,56,175,24,28.0
33,52,247,1,1,0.906804406683678,99,65,60,24,25.82
99,17,134,4,3,0.5083357752998166,21,52,236,24,28.0
39,7,147,9,0,0.5961731815769575,24,18,310,24,28.0
84,78,377,3,2,0.5099864662890141,25,26,239,24,28.0
92,49,219,7,3,0.8590340806004304,82,82,146,24,28.0
25,22,184,8,4,0.7200901643485966,68,48,331,24,28.0
14,21,318,1,2,0.7240427436415382,17,29,331,24,22.55
25,76,88,1,1,0.7207519616405875,37,1,183,16,19.3
55,49,215,8,1,0.7931177493903808,71,91,379,24,28.0
26,61,235,6,1,0.7665276450473556,98,13,327,24,28.0
60,22,153,2,0,0.8114770220916909,9,54,300,24,20.08
18,78,101,2,0,0.9632926916091906,50,57,83,24,18.44
44,2,169,6,0,0.8574492190386442,81,72,182,24,28.0
76,10,170,4,4,0.9864220793300111,91,62,78,24,28.0
91,11,382,9,1,0.5123349772702436,79,47,73,24,28.0
31,99,188,7,1,0.6060406187386889,34,14,365,24,28.0
51,42,257,1,2,0.6692534397127364,86,65,215,24,28.0
40,25,78,3,1,0.8950416249857189,24,47,370,24,23.9
62,66,395,2,0,0.8118718630437978,20,64,332,24,28.0
79,43,77,1,2,0.543708403935542,2,75,280,24,27.0
85,65,297,6,4,0.6445751672270754,10,68,148,24,28.0
75,87,210,7,4,0.9914300589277103,59,30,60,24,28.0
96,1,154,3,1,0.8329735830402321,20,57,229,24,27.87
54,84,398,4,4,0.536106592667594,24,1,170,16,28.0
41,25,218,9,2,0.824128477038911,50,4,62,8,28.0
28,11,97,9,0,0.9811690287406034,75,93,310,24,28.0
31,76,234,6,2,0.8111514895370131,83,30,118,24,28.0
97,32,249,8,1,0.8346328979218289,15,75,254,24,28.0
48,88,305,8,3,0.5644512925367495,86,49,126,24,28.0
69,95,64,4,0,0.8196009146949799,85,79,218,24,28.0
83,23,354,2,3,0.796787627207149,59,54,65,24,28.0
99,81,78,7,4,0.5528982601363994,48,32,202,24,28.0
30,16,328,9,2,0.9751396118057035,13,92,325,24,28.0
39,18,230,7,4,0.9027331415202934,61,32,280,24,28.0
27,72,238,6,0,0.9588863262472198,69,98,169,24,28.0
